"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","SOURCE","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","DEW","RH1","TMP","WND"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T00:00:00","4","FM-12","99999","V020","-0100,1",,"-0056,1","020,1,N,0046,1"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T00:50:00","6","FM-16","KABI ","V030","-0110,5",,"-0060,5","030,5,N,0036,5"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T00:52:00","7","FM-15","KABI ","V030","-0106,5",,"-0056,5","030,5,N,0036,5"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T01:38:00","7","FM-16","KABI ","V030","-0100,5",,"-0056,5","020,5,N,0041,5"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T01:52:00","7","FM-15","KABI ","V030","-0100,5",,"-0056,5","040,5,N,0041,5"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T02:52:00","7","FM-15","KABI ","V030","-0100,5",,"-0056,5","060,5,N,0041,5"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T03:52:00","7","FM-15","KABI ","V030","-0100,5",,"-0050,5","050,5,N,0031,5"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T04:30:00","7","FM-16","KABI ","V030","-0106,5",,"-0050,5","070,5,N,0041,5"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T04:48:00","7","FM-16","KABI ","V030","-0110,5",,"-0050,5","070,5,N,0051,5"
"72266013962","ABILENE REGIONAL AIRPORT, TX US","32.41063","-99.68208","544.8","2021-02-14T04:52:00","7","FM-15","KABI ","V030","-0106,5",,"-0050,5","060,5,N,0046,5"
